State,County,State+CountyCode,Link_for_percents,Link_for_asbolute
 Alabama,Chilton County,0100210,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100210,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100210&year=2025&res=county
 Alabama,Choctaw County,0100230,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100230,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100230&year=2025&res=county
 Alabama,Clarke County,0100250,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100250,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100250&year=2025&res=county
 Alabama,Clay County,0100270,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100270,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100270&year=2025&res=county
 Alabama,Cleburne County,0100290,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100290,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100290&year=2025&res=county
 Alabama,Coffee County,0100310,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100310,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100310&year=2025&res=county
 Alabama,Colbert County,0100330,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100330,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100330&year=2025&res=county
 Alabama,Conecuh County,0100350,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100350,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100350&year=2025&res=county
 Alabama,Coosa County,0100370,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100370,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100370&year=2025&res=county
 Alabama,Covington County,0100390,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100390,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100390&year=2025&res=county
 Alabama,Crenshaw County,0100410,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100410,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100410&year=2025&res=county
 Alabama,Cullman County,0100430,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100430,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100430&year=2025&res=county
 Alabama,Dale County,0100450,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100450,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100450&year=2025&res=county
 Alabama,Dallas County,0100470,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100470,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100470&year=2025&res=county
 Alabama,DeKalb County,0100490,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100490,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100490&year=2025&res=county
 Alabama,Elmore County,0100510,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100510,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100510&year=2025&res=county
 Alabama,Escambia County,0100530,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100530,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100530&year=2025&res=county
 Alabama,Etowah County,0100550,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100550,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100550&year=2025&res=county
 Alabama,Fayette County,0100570,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100570,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100570&year=2025&res=county
 Alabama,Franklin County,0100590,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100590,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100590&year=2025&res=county
 Alabama,Geneva County,0100610,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100610,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100610&year=2025&res=county
 Alabama,Greene County,0100630,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100630,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100630&year=2025&res=county
 Alabama,Hale County,0100650,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100650,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100650&year=2025&res=county
 Alabama,Henry County,0100670,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100670,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100670&year=2025&res=county
 Alabama,Houston County,0100690,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100690,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100690&year=2025&res=county
 Alabama,Jackson County,0100710,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100710,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100710&year=2025&res=county
 Alabama,Jefferson County,0100730,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100730,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100730&year=2025&res=county
 Alabama,Lamar County,0100750,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100750,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100750&year=2025&res=county
 Alabama,Lauderdale County,0100770,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100770,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100770&year=2025&res=county
 Alabama,Lawrence County,0100790,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100790,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100790&year=2025&res=county
 Alabama,Lee County,0100810,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100810,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100810&year=2025&res=county
 Alabama,Limestone County,0100830,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100830,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100830&year=2025&res=county
 Alabama,Lowndes County,0100850,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100850,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100850&year=2025&res=county
 Alabama,Macon County,0100870,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100870,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100870&year=2025&res=county
 Alabama,Madison County,0100890,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100890,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100890&year=2025&res=county
 Alabama,Marengo County,0100910,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100910,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100910&year=2025&res=county
 Alabama,Marion County,0100930,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100930,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100930&year=2025&res=county
 Alabama,Marshall County,0100950,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100950,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100950&year=2025&res=county
 Alabama,Mobile County,0100970,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100970,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100970&year=2025&res=county
 Alabama,Monroe County,0100990,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0100990,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0100990&year=2025&res=county
 Alabama,Montgomery County,0101010,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101010,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101010&year=2025&res=county
 Alabama,Morgan County,0101030,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101030,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101030&year=2025&res=county
 Alabama,Perry County,0101050,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101050,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101050&year=2025&res=county
 Alabama,Pickens County,0101070,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101070,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101070&year=2025&res=county
 Alabama,Pike County,0101090,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101090,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101090&year=2025&res=county
 Alabama,Randolph County,0101110,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101110,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101110&year=2025&res=county
 Alabama,Russell County,0101130,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101130,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101130&year=2025&res=county
 Alabama,St. Clair County,0101150,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101150,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101150&year=2025&res=county
 Alabama,Shelby County,0101170,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101170,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101170&year=2025&res=county
 Alabama,Sumter County,0101190,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101190,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101190&year=2025&res=county
 Alabama,Talladega County,0101210,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101210,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101210&year=2025&res=county
 Alabama,Tallapoosa County,0101230,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101230,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101230&year=2025&res=county
 Alabama,Tuscaloosa County,0101250,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101250,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101250&year=2025&res=county
 Alabama,Walker County,0101270,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101270,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101270&year=2025&res=county
 Alabama,Washington County,0101290,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101290,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101290&year=2025&res=county
 Alabama,Wilcox County,0101310,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101310,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101310&year=2025&res=county
 Alabama,Winston County,0101330,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0101330,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0101330&year=2025&res=county
 Alaska,Aleutians East Borough,0200130,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200130,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200130&year=2025&res=county
 Alaska,Aleutians West Census Area,0200150,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200150,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200150&year=2025&res=county
 Alaska,Anchorage Municipality,0200170,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200170,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200170&year=2025&res=county
 Alaska,Bethel Census Area,0200190,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200190,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200190&year=2025&res=county
 Alaska,Bristol Bay Borough,0200210,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200210,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200210&year=2025&res=county
 Alaska,Denali Borough,0200230,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200230,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200230&year=2025&res=county
 Alaska,Dillingham Census Area,0200250,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200250,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200250&year=2025&res=county
 Alaska,Fairbanks North Star Borough,0200270,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200270,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200270&year=2025&res=county
 Alaska,Haines Borough,0200290,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200290,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200290&year=2025&res=county
 Alaska,Hoonah-Angoon Census Area,0200310,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200310,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200310&year=2025&res=county
 Alaska,Juneau City and Borough,0200330,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200330,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200330&year=2025&res=county
 Alaska,Kenai Peninsula Borough,0200350,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200350,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200350&year=2025&res=county
 Alaska,Ketchikan Gateway Borough,0200370,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200370,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200370&year=2025&res=county
 Alaska,Kodiak Island Borough,0200390,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200390,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200390&year=2025&res=county
 Alaska,Lake and Peninsula Borough,0200410,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200410,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200410&year=2025&res=county
 Alaska,Matanuska-Susitna Borough,0200430,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200430,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200430&year=2025&res=county
 Alaska,Nome Census Area,0200450,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200450,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200450&year=2025&res=county
 Alaska,North Slope Borough,0200470,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200470,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200470&year=2025&res=county
 Alaska,Northwest Arctic Borough,0200490,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200490,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200490&year=2025&res=county
 Alaska,Petersburg Census Area,0200510,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200510,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200510&year=2025&res=county
 Alaska,Prince of Wales-Hyder Census Area,0200530,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200530,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200530&year=2025&res=county
 Alaska,Sitka City and Borough,0200550,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200550,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200550&year=2025&res=county
 Alaska,Skagway Municipality,0200570,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200570,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200570&year=2025&res=county
 Alaska,Southeast Fairbanks Census Area,0200590,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200590,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200590&year=2025&res=county
 Alaska,Valdez-Cordova Census Area,0200610,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200610,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200610&year=2025&res=county
 Alaska,Wade Hampton Census Area,0200630,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200630,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200630&year=2025&res=county
 Alaska,Wrangell City and Borough,0200650,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200650,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200650&year=2025&res=county
 Alaska,Yakutat City and Borough,0200670,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200670,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200670&year=2025&res=county
 Alaska,Yukon-Koyukuk Census Area,0200690,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0200690,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0200690&year=2025&res=county
 Arizona,Apache County,0400010,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400010,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400010&year=2025&res=county
 Arizona,Cochise County,0400030,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400030,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400030&year=2025&res=county
 Arizona,Coconino County,0400050,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400050,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400050&year=2025&res=county
 Arizona,Gila County,0400070,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400070,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400070&year=2025&res=county
 Arizona,Graham County,0400090,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400090,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400090&year=2025&res=county
 Arizona,Greenlee County,0400110,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400110,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400110&year=2025&res=county
 Arizona,La Paz County,0400130,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400130,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400130&year=2025&res=county
 Arizona,Maricopa County,0400150,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400150,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400150&year=2025&res=county
 Arizona,Mohave County,0400170,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400170,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400170&year=2025&res=county
 Arizona,Navajo County,0400190,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400190,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400190&year=2025&res=county
 Arizona,Pima County,0400210,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400210,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400210&year=2025&res=county
 Arizona,Pinal County,0400230,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400230,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400230&year=2025&res=county
 Arizona,Santa Cruz County,0400250,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400250,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400250&year=2025&res=county
 Arizona,Yavapai County,0400270,https://maps.nrel.gov/slope/energy-snapshot?geoId=G0400270,https://maps.nrel.gov/slope/data-viewer?filters=%5B%5D&layer=energy-consumption.net-electricity-and-natural-gas-consumption&geoId=G0400270&year=2025&res=county
